idptar;nomptar;STIF;CodeINSEE;X;Y;coord;UFR;AnnonceSonoreProchainPassage;AnnonceVisuelleProchainPassage;AnnonceSonoreSituationsPerturbees;AnnonceVisuelleSituationsPerturbees;PAQT;AccessibiliteQuaiTrain
1879;Malakoff-Plateau de Vanves;1001100130001;92020;597166;2424896;48.8224426532, 2.297932102;0;1;1;1;1;0;0
2421;Porte de la Chapelle;1001100120001;75118;601668;2433298;48.897959305, 2.35924143528;0;1;1;1;1;0;0
1743;Porte de la Chapelle;1001100120001;75118;601668;2433298;48.897959305, 2.35924143528;0;1;1;1;1;0;0
2308;Notre-Dame de Lorette;1001100120001;75109;600185;2430943;48.876796447, 2.33902598146;0;1;1;1;1;0;0
2101;Assemblée Nationale;1001100120001;75107;598811;2429236;48.8614538635, 2.32030968717;0;1;1;1;1;0;0
2465;Saint-Georges;1001100120001;75109;600097;2431143;48.8785939145, 2.33782696558;0;1;1;1;1;0;0
2455;Rue du Bac;1001100120001;75107;599207;2428617;48.855891297, 2.32570499057;0;1;1;1;1;0;0
2282;Marx-Dormoy;1001100120001;75118;601709;2432454;48.8903740405, 2.35979700534;0;1;1;1;1;0;0
2479;Solférino;1001100120001;75107;599015;2428911;48.8585333187, 2.32308924545;0;1;1;1;1;0;0
1858;Liège;1001100130001;75108;599292;2431248;48.8795371256, 2.32685794394;0;1;1;1;1;0;0
2249;Le Guichet;1001110020001;91471;589305;2411824;48.7048670134, 2.19126558338;1;0;1;1;1;1;4
1864;Louvre-Rivoli;1001100010001;75101;600328;2429172;48.8608798168, 2.34097327248;0;1;1;1;1;0;0
1773;Palais-Royal (Musée du Louvre);1001100010001;75101;600005;2429338;48.8623717808, 2.3365735974;0;1;1;1;1;0;0
1961;George V;1001100010001;75108;597377;2430415;48.8720455787, 2.30076918231;0;1;1;1;1;0;0
1933;Esplanade de la Défense;1001100010001;92062;593648;2432233;48.8883580194, 2.24993720953;0;1;1;1;1;0;0
1784;Père-Lachaise;1001100020001;75111;603726;2429427;48.8631611643, 2.38726039685;0;1;1;1;1;0;0
1978;Colonel Fabien;1001100020001;75110;602471;2431098;48.878184941, 2.3701745433;0;1;1;1;1;0;0
1674;Stalingrad;1001100020001;75119;602240;2431766;48.8841892535, 2.36703043864;0;1;1;1;1;0;0
1795;Place de Clichy;1001100020001;75109;599330;2431684;48.8834556108, 2.32737499008;0;1;1;1;1;0;0
1707;Rome;1001100020001;75117;598818;2431530;48.8820707932, 2.32039833598;0;1;1;1;1;0;0
1684;Ternes;1001100020001;75117;597183;2431103;48.8782279997, 2.29812142925;0;1;1;1;1;0;0
2338;Nation;1001100020001;75112;604444;2427899;48.8494238601, 2.39702503497;0;1;1;1;1;0;0
2160;Alexandre-Dumas;1001100020001;75111;604262;2428678;48.8564263076, 2.39455425432;0;1;1;1;1;0;0
2548;Belleville;1001100020001;75119;602953;2430442;48.8722872798, 2.37673767399;0;1;1;1;1;0;0
2296;Jaurès;1001100020001;75119;602454;2431608;48.882768506, 2.36994579566;0;1;1;1;1;0;0
2120;Blanche;1001100020001;75118;599705;2431719;48.8837704781, 2.33248514494;0;1;1;1;1;0;0
2504;Victor Hugo;1001100020001;75116;596236;2430173;48.8698648717, 2.28522620392;0;1;1;1;1;0;0
1862;L1se Michel;1001100030001;92044;596445;2432332;48.8892695815, 2.28805512147;0;1;1;1;1;0;0
2044;Anatole-France;1001100030001;92044;596259;2432638;48.8920185856, 2.28551744146;0;1;1;1;1;0;0
2205;Gambetta;1001100030001;75120;604547;2429608;48.8647826599, 2.39844583044;0;1;1;1;1;0;0
2438;Quatre Septembre;1001100030001;75102;599987;2430149;48.8696605314, 2.33632827831;0;1;1;1;1;0;0
2313;Opéra;1001100030001;75109;599688;2430267;48.8707209355, 2.33225474024;0;1;1;1;1;0;0
1655;Marcadet-Poissonniers;1001100040001;75118;600944;2432584;48.8915438899, 2.34937111205;0;1;1;1;1;0;0
2033;Château Rouge;1001100040001;75118;600944;2432088;48.8870862423, 2.34937006992;0;1;1;1;1;0;0
1729;Saint-Michel;1001100040001;75105;600550;2428362;48.8535998671, 2.34399623776;0;1;1;1;1;0;0
1721;Saint-Germain des Prés;1001100040001;75106;599746;2428345;48.853447197, 2.33304632271;0;1;1;1;1;0;0
1735;Porte d'Orléans (Général Leclerc);1001100040001;75114;599160;2424937;48.8228170194, 2.32507262181;0;1;1;1;1;0;0
2212;Gare du Nord;1001100040001;75110;601328;2431271;48.8797430235, 2.35460080714;0;1;1;1;1;0;0
2487;Strasbourg-Saint-Denis;1001100040001;75102;601321;2430146;48.8696323244, 2.35450205976;0;1;1;1;1;0;0
2502;Vavin;1001100040001;75106;599439;2427078;48.8420598168, 2.3288670471;0;1;1;1;1;0;0
1891;Hoche;1001100050001;93055;604888;2432581;48.891499343, 2.40312495732;0;1;1;1;1;0;0
1958;Gare du Nord;1001100050001;75110;601458;2431231;48.8793832619, 2.35637207803;0;1;1;1;1;0;0
2076;Gare de l'Est (Verdun);1001100050001;75110;601596;2430945;48.8768125846, 2.35825143675;0;1;1;1;1;0;0
1759;Quai de la Rapée;1001100050001;75112;602233;2427513;48.8459659916, 2.3669131764;0;1;1;1;1;0;0
1951;Gare d'Austerlitz;1001100050001;75113;602033;2427229;48.8434141834, 2.36418838953;0;1;1;1;1;0;0
2424;Porte de Pantin;1001100050001;75119;604103;2432256;48.8885839402, 2.39242287239;0;1;1;1;1;0;0
2125;Gare de l'Est (Verdun);1001100050001;75110;601596;2430945;48.8768125846, 2.35825143675;0;1;1;1;1;0;0
2377;République;1001100050001;75111;602005;2429922;48.8676174458, 2.3638195181;0;1;1;1;1;0;0
2310;Oberkampf;1001100050001;75111;602399;2429523;48.8640301694, 2.36918476922;0;1;1;1;1;0;0
2081;Daumesnil (Félix Eboué);1001100060001;75112;604354;2426781;48.8393764223, 2.39578805708;0;1;1;1;1;0;0
1836;Nationale;1001100060001;75113;601866;2426057;48.8328812479, 2.36190940468;0;1;1;1;1;0;0
1781;Pasteur;1001100060001;75115;598295;2427073;48.8420127633, 2.3132900405;0;1;1;1;1;0;0
2016;Cambronne;1001100060001;75115;597469;2427706;48.8476990674, 2.30203914034;0;1;1;1;1;0;0
2339;Nation;1001100060001;75112;604499;2427680;48.8474552216, 2.39777174028;0;1;1;1;1;0;0
2303;Nationale;1001100060001;75113;601866;2426057;48.8328812479, 2.36190940468;0;1;1;1;1;0;0
2520;Saint-Jacques;1001100060001;75114;600013;2426069;48.832991651, 2.33668289331;0;1;1;1;1;0;0
2135;Cambronne;1001100060001;75115;597469;2427706;48.8476990674, 2.30203914034;0;1;1;1;1;0;0
2537;La Motte-Picquet-Grenelle;1001100060001;75115;597155;2427853;48.8490188876, 2.29776215737;0;1;1;1;1;0;0
2251;Dupleix;1001100060001;75115;596766;2428045;48.8507426094, 2.29246322349;0;1;1;1;1;0;0
2118;Bir-Hakeim (Grenelle);1001100060001;75115;596498;2428444;48.8543271778, 2.2888101004;0;1;1;1;1;0;0
2234;Kléber;1001100060001;75116;596831;2430333;48.8713061083, 2.29333101756;0;1;1;1;1;0;0
1744;Porte de la Villette;1001100070001;75119;603605;2433251;48.8975291161, 2.38564422679;0;1;1;1;1;0;0
1985;Corentin-Cariou;1001100070001;75119;603360;2432934;48.8946815012, 2.38230219064;0;1;1;1;1;0;0
2080;Crimée;1001100070001;75119;602955;2432445;48.8902887343, 2.37677864559;0;1;1;1;1;0;0
1800;Poissonnière;1001100070001;75110;600945;2431005;48.8773530545, 2.34938142062;0;1;1;1;1;0;0
1971;Chaussée d'Antin (La Fayette);1001100070001;75109;599774;2430519;48.8729857839, 2.33342622072;0;1;1;1;1;0;0
1757;Pyramides;1001100070001;75101;599823;2429797;48.8664969463, 2.33409421193;0;1;1;1;1;0;0
1854;Les Gobelins;1001100070001;75113;601144;2426418;48.836127399, 2.3520811145;0;1;1;1;1;0;0
1876;Maison Blanche;1001100070001;75113;601585;2424944;48.8228787343, 2.35807989096;0;1;1;1;1;0;0
1695;Villejuif-L1s Aragon;1001100070001;94076;602250;2420912;48.7866379703, 2.36711052405;0;1;1;1;1;0;0
2199;Fort d'Aubervilliers;1001100070001;93001;604919;2435091;48.9140567044, 2.40357633118;0;1;1;1;1;0;0
2104;Aubervilliers Pantin (4 Chemins);1001100070001;93001;604106;2433960;48.9038980068, 2.39248007534;0;1;1;1;1;0;0
2486;Stalingrad;1001100070001;75119;602375;2431753;48.8840719456, 2.36887005944;0;1;1;1;1;0;0
2314;Opéra;1001100070001;75109;599710;2430249;48.8705591758, 2.33255447872;0;1;1;1;1;0;0
2344;Pont Marie (Cité des Arts);1001100070001;75104;601533;2428347;48.8534635449, 2.35738396948;0;1;1;1;1;0;0
3343336;Lourmel;1001100080001;75115;596015;2426702;48.8386680882, 2.28224848505;0;1;1;1;1;0;0
3343761;Invalides;1001100080001;75107;598395;2429196;48.8610934269, 2.31464335201;0;1;1;1;1;0;0
3343787;Ledru-Rollin;1001100080001;75112;602895;2428095;48.8511941246, 2.37593173368;0;1;1;1;1;0;0
3343789;Faidherbe-Chaligny;1001100080001;75111;603519;2427970;48.8500676272, 2.38442876741;0;1;1;1;1;0;0
3343815;Créteil-Université;1001100080001;94028;608405;2421261;48.7897242753, 2.45083610306;0;1;1;1;1;0;0
3343339;Boucicaut;1001100080001;75115;596432;2426964;48.8410253145, 2.287923864;0;1;1;1;1;0;0
3343752;Félix Faure;1001100080001;75115;596748;2427164;48.8428245269, 2.29222496289;0;1;1;1;1;0;0
3343788;Ledru-Rollin;1001100080001;75112;602895;2428095;48.8511941246, 2.37593173368;0;1;1;1;1;0;0
3343816;Créteil-Université;1001100080001;94028;608405;2421261;48.7897242753, 2.45083610306;0;1;1;1;1;0;0
1884;Marcel Sembat;1001100090001;92012;593167;2426164;48.8338085462, 2.24348061108;0;1;1;1;1;0;0
1747;Porte de Saint-Cloud;1001100090001;75116;594057;2426581;48.8375652937, 2.25559127111;0;1;1;1;1;0;0
2043;Alma-Marceau;1001100090001;75116;597412;2429553;48.8642986303, 2.30125140712;0;1;1;1;1;0;0
1730;Saint-Philippe du Roule;1001100090001;75108;598111;2430462;48.872470625, 2.3107690979;0;1;1;1;1;0;0
1715;Saint-Augustin;1001100090001;75108;598842;2430675;48.8743867195, 2.32072782863;0;1;1;1;1;0;0
1972;Chaussée d'Antin (La Fayette);1001100090001;75109;599746;2430505;48.8728599486, 2.33304474759;0;1;1;1;1;0;0
2032;Charonne;1001100090001;75111;603563;2428479;48.8546420067, 2.38503219;0;1;1;1;1;0;0
1651;Nation;1001100090001;75112;604491;2427853;48.8490101129, 2.39766460946;0;1;1;1;1;0;0
1882;Maraîchers;1001100090001;75120;605131;2428253;48.8526003616, 2.40638498623;0;1;1;1;1;0;0
3343764;Concorde;1001100080001;75108;598815;2429687;48.8655071808, 2.32036285253;0;1;1;1;1;0;0
2227;Chaussée d'Antin (La Fayette);1001100090001;75109;599746;2430505;48.8728599486, 2.33304474759;0;1;1;1;1;0;0
2457;Grands Boulevards;1001100090001;75109;600492;2430355;48.8715117763, 2.34320837421;0;1;1;1;1;0;0
2447;Richelieu-Drouot;1001100090001;75109;600207;2430420;48.872096083, 2.33932555252;0;1;1;1;1;0;0
2454;Rue des Boulets;1001100090001;75111;603863;2428210;48.8522226724, 2.38911564759;0;1;1;1;1;0;0
2286;Havre-Caumartin;1001100090001;75109;599447;2430568;48.8734259358, 2.32897096996;0;1;1;1;1;0;0
2358;Miromesnil;1001100090001;75108;598464;2430580;48.8735320999, 2.31557802153;0;1;1;1;1;0;0
2291;Iéna;1001100090001;75116;596883;2429559;48.8643501589, 2.29404526045;0;1;1;1;1;0;0
2461;Basilique de Saint-Denis;1001100130001;93066;601696;2437584;48.9364774519, 2.35963974197;0;1;1;1;1;0;0
140079;Saint-Denis-Université;1001100130001;93066;601872;2438656;48.9461108318, 2.36204518966;0;1;1;1;1;0;0
2366;Montparnasse-Bienvenue;1001100130001;75114;598862;2427080;48.8420769794, 2.32101044622;0;1;1;1;1;0;0
2270;Mairie de Saint-Ouen;1001100130001;93070;599797;2434818;48.9116216396, 2.33373696151;0;1;1;1;1;0;0
1166833;Gare de Lyon;1001100140001;75112;602688;2427367;48.8446521102, 2.37310814421;1;0;1;1;1;0;1
1166834;Châtelet;1001100140001;75101;600797;2428958;48.8589561406, 2.34736125188;1;0;1;1;1;0;1
2284;Guy-Môquet;1001100130001;75118;599339;2432747;48.8930090153, 2.32749583616;0;1;1;1;1;0;0
2359;Miromesnil;1001100130001;75108;598498;2430572;48.8734602847, 2.31604128558;0;1;1;1;1;0;0
1166831;Bercy;1001100140001;75112;603151;2426910;48.8405427422, 2.37940945979;1;0;1;1;1;0;1
2518;Varenne;1001100130001;75107;598403;2428673;48.8563930284, 2.31475436148;0;1;1;1;1;0;0
1963;Goncourt (Hôpital Saint-L1s);1001100110001;75110;602515;2430189;48.8700153145, 2.37076879569;0;1;1;1;1;0;0
1686;Trinité-d'Estienne d'Orves;1001100120001;75109;599655;2430891;48.8763289967, 2.33180456518;0;1;1;1;1;0;0
1841;Notre-Dame de Lorette;1001100120001;75109;600185;2430943;48.876796447, 2.33902598146;0;1;1;1;1;0;0
1750;Porte de Versailles;1001100120001;75115;596427;2425988;48.832253412, 2.28786413449;0;1;1;1;1;0;0
2100;Arts-et-Métiers;1001100110001;75103;601405;2429673;48.8653811353, 2.35564492787;0;1;1;1;1;0;0
967989;République;1001100110001;75111;601949;2429880;48.8672401446, 2.36305644261;0;1;1;1;1;0;0
1723;Saint-Lazare;1001100120001;75108;599280;2430790;48.875420937, 2.32669526874;0;1;1;1;1;0;0
1869;Madeleine;1001100120001;75108;599127;2430164;48.8697946745, 2.32461200869;0;1;1;1;1;0;0
2037;Abbesses;1001100120001;75118;600139;2431789;48.8843996742, 2.33839938084;0;1;1;1;1;0;0
1792;Pigalle;1001100120001;75118;600052;2431525;48.8820270489, 2.33721379841;0;1;1;1;1;0;0
1880;Malakoff-Rue Etienne Dolet;1001100130001;92020;597118;2424035;48.8147040198, 2.29728472684;0;1;1;1;1;0;0
1920;Lamarck-Caulaincourt;1001100120001;75118;600194;2432383;48.889738067, 2.33914908334;0;1;1;1;1;0;0
1969;Châtillon Montrouge;1001100130001;92020;597412;2423543;48.8102833227, 2.30128886764;0;1;1;1;1;0;0
3901292;Front Populaire;1001100120001;93001;602107;2434267;48.9066665471, 2.36523013252;0;1;1;1;1;0;0
2468;Saint-Lazare;1001100120001;75108;599280;2430790;48.875420937, 2.32669526874;0;1;1;1;1;0;0
1724;Saint-Lazare;1001100130001;75108;599096;2430862;48.8760677736, 2.32418809744;0;1;1;1;1;0;0
2009;Brochant;1001100130001;75117;598803;2432481;48.8906176051, 2.3201911209;0;1;1;1;1;0;0
2402;Pigalle;1001100120001;75118;600052;2431525;48.8820270489, 2.33721379841;0;1;1;1;1;0;0
1638;Varenne;1001100130001;75107;598403;2428673;48.8563930284, 2.31475436148;0;1;1;1;1;0;0
1928;Duroc;1001100130001;75107;598534;2427627;48.8469924601, 2.31654234144;0;1;1;1;1;0;0
1916;La Motte-Picquet-Grenelle;1001100100001;75115;597169;2427831;48.8488212259, 2.29795296069;0;1;1;1;1;0;0
2269;Mairie de Montreuil;1001100090001;93048;607732;2429333;48.8622809456, 2.44182767579;0;1;1;1;1;0;0
1817;Michel-Ange-Molitor;1001100100001;75116;594552;2427406;48.8449844459, 2.2623200357;0;1;1;1;1;0;0
2350;Maubert-Mutualité;1001100100001;75105;600912;2427930;48.8497168994, 2.34892555516;0;1;1;1;1;0;0
1811;Maubert-Mutualité;1001100100001;75105;600912;2427930;48.8497168994, 2.34892555516;0;1;1;1;1;0;0
1666;Sèvres-Babylone;1001100100001;75107;599237;2428066;48.8509392477, 2.32611465149;0;1;1;1;1;0;0
2256;Eglise d'Auteuil;1001100100001;75116;595138;2427728;48.8478831758, 2.2702958893;0;1;1;1;1;0;0
2346;Porte d'Auteuil;1001100100001;75116;594213;2427767;48.8482259396, 2.25769888233;0;1;1;1;1;0;0
1867;Mabillon;1001100100001;75106;599900;2428278;48.8528450929, 2.33514371518;0;1;1;1;1;0;0
1690;Vaneau;1001100100001;75107;598879;2427817;48.8487008088, 2.32123987861;0;1;1;1;1;0;0
1166829;Cour Saint-Emilion;1001100140001;75112;603731;2426106;48.8333136748, 2.38729970105;1;0;1;1;1;0;1
2551;Funiculaire Gare basse;1001101000001;75118;600491;2431810;48.8845882633, 2.34319624903;1;0;0;0;0;0;1
2434;Pré-Saint-Gervais;1001101070001;75119;604554;2431342;48.8803666123, 2.39855961042;0;1;1;1;1;0;0
1797;Place des Fêtes;1001101070001;75119;604143;2430992;48.877223818, 2.39295580413;0;1;1;1;1;0;0
1783;Pelleport;1001101030001;75120;604745;2429991;48.868223402, 2.40114727627;0;1;1;1;1;0;0
1635;Danube;1001101070001;75119;604151;2431524;48.8820049904, 2.39306995598;0;1;1;1;1;0;0
2482;Saint-Michel Notre-Dame;1001110020001;75105;600738;2428401;48.8539502053, 2.34655673141;1;0;1;1;1;1;4
2223;Châtelet-Les Halles;1001110020001;75101;600756;2429274;48.8617962067, 2.34680332537;1;0;1;1;1;1;4
2187;Denfert-Rochereau;1001110020001;75114;599775;2426105;48.8333151451, 2.3334427605;1;0;1;1;1;1;4
1912;La Croix-de-Berny;1001110020001;92002;597621;2418187;48.7621447507, 2.30416361167;0;0;1;1;1;0;4
1809;Massy-Palaiseau;1001110020001;91377;594320;2413962;48.7241484853, 2.25934234562;1;0;1;1;1;1;4
2195;Bourg-la-Reine;1001110020001;92014;598210;2420179;48.780050897, 2.31216262263;1;0;1;1;1;1;4
1865;Lozère;1001110020001;91477;590800;2411953;48.7060497522, 2.21156541289;1;0;1;1;1;1;4
2108;Bagneux;1001110020001;94016;598884;2421648;48.7932557555, 2.32132499298;1;0;1;1;1;1;4
1894;H1lles Carrières-sur-Seine;1001110010001;78311;588847;2435833;48.9206455546, 2.18441175202;1;0;1;1;1;1;4
2084;Charles de Gaulle-Etoile;1001110010001;75117;596959;2430651;48.8741647041, 2.2950725596;1;0;1;1;1;1;4
1913;La Défense (Grande Arche);1001110010001;92062;592698;2432640;48.8920056133, 2.23698312048;1;0;1;1;1;1;4
1967;Châtelet-Les Halles;1001110010001;75101;600759;2429237;48.8614636698, 2.34684412827;1;0;1;1;1;1;4
1878;Maisons-Laffitte;1001110010001;78358;585909;2438666;48.9460471916, 2.14425167331;1;0;1;1;1;1;4
1956;Gare de Lyon;1001110010001;75112;602742;2427384;48.8448046743, 2.37384356794;1;0;1;1;1;1;4
2328;L1s Blanc;1001101070001;75110;602127;2431436;48.8812238387, 2.36548893272;0;1;1;1;1;0;0
22794;Orly-Sud;1001102000001;94054;602337;2414352;48.7276754473, 2.36825867653;1;0;0;0;0;0;1
22789;Antony;1001102000001;92002;597371;2417336;48.7544948531, 2.30077014673;1;0;0;0;0;0;1
1835;Nation;1001110010001;75112;604425;2427794;48.8484803036, 2.39676520624;1;0;1;1;1;1;4
2290;H1lles Carrières-sur-Seine;1001110010001;78311;588847;2435833;48.9206455546, 2.18441175202;1;0;1;1;1;1;4
2545;Charles de Gaulle-Etoile;1001110010001;75117;596959;2430651;48.8741647041, 2.2950725596;1;0;1;1;1;1;4
2369;Nanterre-Université;1001110010001;92050;590998;2433642;48.9009889733, 2.21379170886;0;0;1;1;1;1;4
1837;Neuilly-Plaisance;1001110010001;93049;612999;2428356;48.8534156686, 2.51354258498;1;0;1;1;1;1;4
2225;Chatou-Croissy;1001110010001;78146;586727;2431887;48.8851420309, 2.15562586369;1;0;1;1;1;1;4
1838;Nogent-sur-Marne;1001110010001;94052;609929;2426313;48.8351087334, 2.47168391283;1;0;1;1;1;1;4
2010;Bry-sur-Marne;1001110010001;94015;613956;2427370;48.844534026, 2.52654384297;1;0;1;1;1;1;4
2458;Rueil-Malmaison;1001110010001;92063;587828;2432116;48.8872220198, 2.1706232016;1;0;1;1;1;1;4
2024;Champigny;1001110010001;94068;612743;2423195;48.8070357613, 2.50990166505;1;0;1;1;1;1;4
2340;Poissy;1001110010001;78498;578342;2437256;48.9331642217, 2.04108350764;1;0;1;1;1;1;4
1968;Châtelet-Les Halles;1001110020001;75101;600756;2429274;48.8617962067, 2.34680332537;1;0;1;1;1;1;4
2304;Neuilly-Plaisance;1001110010001;93049;612999;2428356;48.8534156686, 2.51354258498;1;0;1;1;1;1;4
2499;Val de Fontenay;1001110010001;94033;611169;2428366;48.8535398247, 2.48861963891;1;0;1;1;1;1;4
2490;Sucy Bonneuil;1001110010001;94071;612576;2419191;48.7710514922, 2.50751126501;1;0;1;1;1;1;4
2077;Gare du Nord;1001110010001;75110;601473;2431393;48.8808391651, 2.35657701202;1;0;1;1;1;1;4
2070;Blanc-Mesnil;1001110010001;93007;610282;2437117;48.9322011293, 2.47675086789;1;0;1;1;1;1;4
1650;Port Royal;1001110020001;75105;600027;2426836;48.8398851252, 2.33687343756;1;0;1;1;1;1;4
1705;Robinson;1001110020001;92071;595923;2420178;48.7800312802, 2.28105937514;1;0;1;1;1;1;4
1960;Gentilly;1001110020001;94037;600321;2424150;48.8157442651, 2.34087477169;1;0;1;1;1;1;4
1660;Sceaux;1001110020001;92071;597140;2420317;48.7812872777, 2.29760964767;1;0;1;1;1;1;4
2178;Courcelle-sur-Yvette;1001110020001;91272;582517;2411384;48.7007629772, 2.09910052373;1;0;1;1;1;1;4
2239;La Hacquinière;1001110020001;91122;586460;2410739;48.6950606912, 2.15266413344;1;0;1;1;1;1;4
2231;Fontaine-Michalon;1001110020001;92002;597098;2416161;48.7439325227, 2.29706733128;1;0;1;1;1;1;4
2237;La Croix-de-Berny;1001110020001;92002;597621;2418187;48.7621447507, 2.30416361167;0;0;1;1;1;0;4
2388;Parc de Sceaux;1001110020001;92002;598039;2419130;48.770621955, 2.30984199318;1;0;1;1;1;1;4
2320;Les Baconnets;1001110020001;92002;596401;2415655;48.7393808872, 2.28759904436;1;0;1;1;1;1;4
2381;Orsay-Ville;1001110020001;91471;588627;2411017;48.6976016061, 2.18207974521;1;0;1;1;1;0;4
2450;Robinson;1001110020001;92071;595923;2420178;48.7800312802, 2.28105937514;1;0;1;1;1;1;4
